id,jee_main_score,jee_advanced_score,mock_test_score_avg,board,class_12_percent,attempt_count,coaching_institute,daily_study_hours,family_income,parent_education,location_type,peer_pressure_level,mental_health_issues,dropout,board_number,institute_number,income_numbers,PEd_number,loc_number,PPL_Number,MH_Number
ST7341,81.78,56.41,63.4,1,87.9,2,0,4.8,2,1,2,0,1,0,1,0,2,1,2,0,1
ST7342,77.89,72.59,64.07,0,67.08,2,1,7.1,2,0,2,1,0,0,0,1,2,0,2,1,0
ST7343,78.89,79.63,59.26,1,75.61,2,2,4.4,1,0,0,2,1,0,1,2,1,0,0,2,1
ST7344,64.64,51.45,77.22,0,58.02,1,3,5.2,0,1,2,2,1,1,0,3,0,1,2,2,1
ST7345,41.85,58.78,56.95,2,55.61,1,1,3.4,2,1,1,0,0,0,2,1,2,1,1,0,0
ST7346,87.36,49.71,78.2,2,80.96,1,3,2.3,1,0,2,1,0,0,2,3,1,0,2,1,0
ST7347,65.3,52.85,70.49,2,57.15,1,0,6.2,2,0,2,1,0,0,2,0,2,0,2,1,0
ST7348,59.92,45.4,67.46,0,72.72,1,1,7,2,3,1,2,1,0,0,1,2,3,1,2,1
ST7349,81.71,51.59,60.12,1,85.11,1,3,5.9,1,3,2,0,0,0,1,3,1,3,2,0,0
ST7350,66.51,88.71,51.73,0,82.47,1,1,4.8,2,3,0,2,1,0,0,1,2,3,0,2,1
ST7351,86.84,51.35,60.23,2,68.35,2,1,2.6,1,2,0,1,0,0,2,1,1,2,0,1,0
ST7352,80.64,68.02,64.04,0,59.11,1,0,6.8,1,0,0,2,0,0,0,0,1,0,0,2,0
ST7353,81.57,57.95,39.57,1,80.09,1,0,5.7,2,3,0,0,0,0,1,0,2,3,0,0,0
ST7354,52.88,84.86,65.63,2,88.42,2,0,8.5,2,0,1,2,0,0,2,0,2,0,1,2,0
ST7355,88.97,86.98,79.09,0,68.38,2,2,2.2,0,2,1,1,1,1,0,2,0,2,1,1,1
ST7356,75.66,79.83,74.81,1,66.97,1,3,6.2,0,3,0,0,0,0,1,3,0,3,0,0,0
ST7357,66.83,70.9,62.05,2,69.75,2,0,5.6,2,3,1,0,1,0,2,0,2,3,1,0,1
ST7358,74.01,62.3,68.56,1,80.72,1,2,3.8,0,0,2,0,1,0,1,2,0,0,2,0,1
ST7359,47.13,46.93,61.33,1,87.29,1,2,7.2,0,0,2,0,1,1,1,2,0,0,2,0,1
ST7360,77.72,97.1,69.79,2,62.6,1,3,5.3,1,1,2,0,1,0,2,3,1,1,2,0,1
ST7361,57.59,53.85,86.48,0,60.02,2,3,2.6,2,1,0,2,1,0,0,3,2,1,0,2,1
ST7362,53.06,76.62,79.62,0,98.4,2,0,4.3,0,3,0,0,1,0,0,0,0,3,0,0,1
ST7363,50.69,82.95,74.25,0,73.23,1,2,2.6,0,1,1,1,0,0,0,2,0,1,1,1,0
ST7364,87.58,57.12,62.09,0,77.53,2,3,3.6,0,3,1,0,1,1,0,3,0,3,1,0,1
ST7365,63.19,82.61,77,1,68.08,1,3,5.9,2,0,1,1,0,0,1,3,2,0,1,1,0
ST7366,93.47,78.23,47.76,0,79.9,1,3,6.5,1,1,0,1,0,0,0,3,1,1,0,1,0
ST7367,64.5,93.65,64.97,0,84.6,2,3,4.9,2,3,1,1,1,0,0,3,2,3,1,1,1
ST7368,48.1,58.49,75,1,78,2,2,3,1,0,2,1,0,0,1,2,1,0,2,1,0
ST7369,56.37,45.43,76.89,1,92.41,2,1,5.3,0,3,2,1,1,1,1,1,0,3,2,1,1
ST7370,89.3,57.91,76.04,2,71.73,1,3,5.9,2,2,2,2,0,0,2,3,2,2,2,2,0
ST7371,69.82,69.34,71.54,1,72.37,2,2,0.6,1,1,0,1,1,0,1,2,1,1,0,1,1
ST7372,64.32,66.93,65.65,2,77.31,2,3,4.7,0,2,1,1,1,1,2,3,0,2,1,1,1
ST7373,74.24,59.7,74.46,2,79.65,2,2,4.1,0,0,1,1,0,0,2,2,0,0,1,1,0
ST7374,79.02,35.45,56.57,0,77.28,1,0,6.4,2,3,0,2,1,0,0,0,2,3,0,2,1
ST7375,87.64,73.53,57.86,0,62.16,1,1,5.3,1,3,0,0,1,0,0,1,1,3,0,0,1
ST7376,92.28,97.56,68.74,0,78.13,1,2,5.5,0,0,2,1,0,1,0,2,0,0,2,1,0
ST7377,66.96,73.43,70.08,1,71.26,1,2,3.5,0,2,0,2,1,0,1,2,0,2,0,2,1
ST7378,53.44,75.75,46.09,1,69.19,1,2,4.5,0,3,2,2,0,0,1,2,0,3,2,2,0
ST7379,66.21,75.16,73.46,0,75.32,2,3,6.4,1,2,2,2,1,0,0,3,1,2,2,2,1
ST7380,75.64,72.35,77.27,0,65.38,2,0,4.4,1,2,1,0,0,0,0,0,1,2,1,0,0
ST7381,58.51,80.91,67.07,1,63.65,1,3,4.8,0,2,2,2,1,1,1,3,0,2,2,2,1
ST7382,58.6,72.33,96.49,2,50,2,0,1.4,1,1,1,1,0,0,2,0,1,1,1,1,0
ST7383,76.81,61,59.8,2,92.47,1,1,4.4,0,2,2,1,1,1,2,1,0,2,2,1,1
ST7384,71.32,53.26,63.67,0,80.56,1,3,0.5,0,1,1,1,1,0,0,3,0,1,1,1,1
ST7385,72.46,62.02,63.26,0,73.83,1,2,3.5,1,2,0,0,1,0,0,2,1,2,0,0,1
ST7386,61.38,71.03,67.09,0,68.33,1,1,4.6,1,2,1,2,0,0,0,1,1,2,1,2,0
ST7387,68.77,60.94,64.06,2,50,1,3,6,2,1,0,1,1,0,2,3,2,1,0,1,1
ST7388,59.06,71.03,51.12,0,67.71,1,0,2.5,2,3,1,1,1,0,0,0,2,3,1,1,1
ST7389,84.46,73.03,61.44,2,82.16,2,3,5.2,1,3,0,1,0,0,2,3,1,3,0,1,0
ST7390,86.49,79.33,66.83,1,84.42,2,3,7.4,1,0,0,0,0,0,1,3,1,0,0,0,0
ST7391,46.15,86.52,82.74,1,81.42,2,2,3.2,1,0,0,1,1,0,1,2,1,0,0,1,1
ST7392,58.99,67.25,94.43,1,76.58,2,2,1.4,1,3,2,2,0,1,1,2,1,3,2,2,0
ST7393,51.05,45.08,84.03,0,88.04,2,1,5.1,0,0,0,2,1,0,0,1,0,0,0,2,1
ST7394,62.9,60.48,58.7,1,71.71,2,2,2.1,0,3,1,0,0,1,1,2,0,3,1,0,0
ST7395,70.83,66.71,59.65,2,85.85,1,3,2.9,2,0,0,0,0,0,2,3,2,0,0,0,0
ST7396,51.7,36.63,66.09,2,71.15,1,3,6.3,1,3,0,0,0,0,2,3,1,3,0,0,0
ST7397,59.09,88.22,89.41,2,66.19,1,0,8.3,2,1,1,2,1,0,2,0,2,1,1,2,1
ST7398,57.94,68.28,66.01,0,64.94,1,3,2.5,1,0,0,0,1,0,0,3,1,0,0,0,1
ST7399,74.9,72.1,52.07,0,64.36,2,1,3,1,1,1,0,1,0,0,1,1,1,1,0,1
ST7400,72.97,87.85,61.99,2,81.59,1,1,3.6,1,1,0,2,1,0,2,1,1,1,0,2,1
ST7401,61.9,55.92,77.08,2,67.57,2,2,3.4,0,1,1,1,0,1,2,2,0,1,1,1,0
ST7402,74.48,75.18,76.28,2,64.67,2,0,8.4,2,1,1,0,1,0,2,0,2,1,1,0,1
ST7403,64.35,64.24,65.6,2,82.14,2,3,3.4,1,1,0,1,1,0,2,3,1,1,0,1,1
ST7404,68.2,63.05,76.2,1,78.28,2,2,3.7,2,2,0,1,1,0,1,2,2,2,0,1,1
ST7405,95.43,53.64,40.72,2,84.63,2,3,7.7,2,1,0,1,0,0,2,3,2,1,0,1,0
ST7406,90.77,92.65,69.25,0,80.13,2,1,5.7,0,0,0,1,0,1,0,1,0,0,0,1,0
ST7407,53.81,59.99,78.33,0,67.47,1,1,6.5,0,1,0,0,1,1,0,1,0,1,0,0,1
ST7408,83.62,77.19,58.01,0,75.76,1,0,2.7,1,0,0,0,0,0,0,0,1,0,0,0,0
ST7409,83.36,36,57.96,0,76.25,1,3,3.4,2,1,2,0,0,0,0,3,2,1,2,0,0
ST7410,55.92,84.88,45.6,0,65.81,1,3,2.4,0,0,0,2,0,0,0,3,0,0,0,2,0
ST7411,83.46,82.84,87.08,2,63.95,1,1,6.1,2,1,2,2,0,0,2,1,2,1,2,2,0
ST7412,93.53,67.56,59.36,2,68.19,1,0,7,2,3,2,1,0,0,2,0,2,3,2,1,0
ST7413,56.28,62.37,70.89,1,95.37,1,2,3.3,1,2,2,2,1,0,1,2,1,2,2,2,1
ST7414,59.15,72.4,75.25,1,70.87,2,0,3.8,2,0,0,1,0,0,1,0,2,0,0,1,0
ST7415,86.25,100,86.14,1,87.33,2,2,3.9,0,0,1,1,0,0,1,2,0,0,1,1,0
ST7416,75.8,37.79,66.15,2,70.31,1,2,1.4,1,1,1,0,0,0,2,2,1,1,1,0,0
ST7417,79.72,78.51,61.53,1,83.89,1,1,3.2,1,0,1,0,1,0,1,1,1,0,1,0,1
ST7418,76.77,51.41,70.08,2,84.02,2,2,6,1,1,0,2,0,0,2,2,1,1,0,2,0
ST7419,77.47,65.68,83.41,0,84.53,1,3,2.7,0,2,1,0,0,1,0,3,0,2,1,0,0
ST7420,53.43,62.03,65.96,2,78.88,2,1,4.7,1,3,1,2,0,0,2,1,1,3,1,2,0
ST7421,86.66,59.15,56.54,2,88.77,1,0,1.9,2,3,0,0,0,0,2,0,2,3,0,0,0
ST7422,88.37,65.83,49.51,0,78.78,2,0,4.2,1,2,0,0,1,0,0,0,1,2,0,0,1
ST7423,68.79,47.85,53.34,0,92.14,2,2,3.4,0,1,2,2,1,1,0,2,0,1,2,2,1
ST7424,71.39,82.47,78.37,0,58.8,1,3,2.1,0,1,0,1,1,1,0,3,0,1,0,1,1
ST7425,50.56,37.29,64.15,1,78.48,1,0,6.1,1,2,1,2,1,0,1,0,1,2,1,2,1
ST7426,79.2,74.64,60.71,1,77.83,2,2,6.2,2,0,0,0,0,0,1,2,2,0,0,0,0
ST7427,80.01,60.78,59.41,1,65.63,1,0,2.6,0,0,0,1,1,1,1,0,0,0,0,1,1
ST7428,71.13,47.27,69.02,0,80.8,1,3,4.1,0,0,1,0,1,1,0,3,0,0,1,0,1
ST7429,87.74,69.24,65.13,1,60.1,2,2,4.6,0,2,1,0,1,1,1,2,0,2,1,0,1
ST7430,67.32,41.09,64.72,0,68.46,2,3,0.9,1,3,0,0,0,0,0,3,1,3,0,0,0
ST7431,79.9,66.64,84.19,0,55.01,1,2,1.7,0,3,0,1,1,0,0,2,0,3,0,1,1
ST7432,57.72,43.23,86.46,0,90.59,1,3,7.1,0,3,0,0,0,1,0,3,0,3,0,0,0
ST7433,71.67,73.38,48.68,1,72.68,2,0,2.4,0,1,1,2,0,1,1,0,0,1,1,2,0
ST7434,69.56,51.21,71.93,1,96.67,2,0,7,1,2,2,2,0,0,1,0,1,2,2,2,0
ST7435,75.15,58.78,58.68,0,83.03,2,3,1.8,0,0,0,2,1,1,0,3,0,0,0,2,1
ST7436,66.83,70.7,65.02,1,79.48,1,0,5.8,0,3,0,1,1,1,1,0,0,3,0,1,1
ST7437,70.16,53.64,71.71,2,69.14,2,0,3.9,1,3,0,2,1,0,2,0,1,3,0,2,1
ST7438,83.56,65.07,65.45,1,64.54,1,2,4.2,1,3,2,0,1,0,1,2,1,3,2,0,1
ST7439,65.89,41.78,70.77,0,80.23,2,3,8.2,2,1,0,1,0,0,0,3,2,1,0,1,0
ST7440,49.51,76.09,76.08,0,74.28,1,2,2,0,1,2,0,1,1,0,2,0,1,2,0,1
ST7441,96.49,94.24,71.53,0,61.61,1,0,5.7,1,0,0,0,1,0,0,0,1,0,0,0,1
ST7442,91.34,100,60.24,2,59.83,2,0,5.6,2,3,1,0,1,0,2,0,2,3,1,0,1
ST7443,53.91,67.46,60.45,0,65.41,1,1,10,0,3,2,2,0,1,0,1,0,3,2,2,0
ST7444,81.66,78.61,50.72,0,93.21,2,3,2.3,1,3,1,2,0,0,0,3,1,3,1,2,0
ST7445,64.96,37.51,57.75,1,97.13,1,3,3.2,1,1,0,1,0,0,1,3,1,1,0,1,0
ST7446,75.69,90.04,91.54,2,77.05,1,2,6.1,0,0,1,1,0,0,2,2,0,0,1,1,0
ST7447,76.12,78.42,58.5,1,76.49,1,3,4.1,0,2,2,2,1,0,1,3,0,2,2,2,1
ST7448,68.72,58.26,53.68,0,71.64,2,2,3.6,2,1,0,2,0,0,0,2,2,1,0,2,0
ST7449,61.03,85.79,71.84,0,65.66,2,0,6.4,0,3,1,0,0,1,0,0,0,3,1,0,0
ST7450,62.33,61.93,66.68,2,88.75,1,1,4,0,0,2,2,1,1,2,1,0,0,2,2,1
ST7451,59.17,58.67,65.65,0,93.74,2,0,2.7,0,0,2,0,1,0,0,0,0,0,2,0,1
ST7452,60.35,73.61,84.91,2,66.07,1,2,6,1,2,2,2,1,0,2,2,1,2,2,2,1
ST7453,71.06,48.99,74.59,1,74.17,2,2,5.3,2,3,1,0,0,0,1,2,2,3,1,0,0
ST7454,61.98,82.35,61.64,2,70.5,2,1,3.9,2,1,2,2,0,0,2,1,2,1,2,2,0
ST7455,81.55,49.1,62.91,1,70.8,1,0,3.8,2,1,0,2,1,0,1,0,2,1,0,2,1
ST7456,92.82,49.2,61.97,0,86.86,1,3,2.7,1,1,0,1,0,0,0,3,1,1,0,1,0
ST7457,63.88,51.44,78.5,1,61.88,1,1,6,0,3,2,1,1,0,1,1,0,3,2,1,1
ST7458,75.35,78.15,64.3,1,79.66,2,3,3.8,1,3,2,0,1,0,1,3,1,3,2,0,1
ST7459,79,56.13,46.48,1,82.28,1,0,3,2,3,0,1,0,0,1,0,2,3,0,1,0
ST7460,78.61,44.43,67.42,2,73.58,1,1,1.9,0,1,0,1,1,0,2,1,0,1,0,1,1
ST7461,73.06,56.31,49.56,1,83.93,2,0,5.3,0,3,2,2,1,0,1,0,0,3,2,2,1
ST7462,82.4,65.49,94.21,2,76.48,2,0,3.5,2,3,0,0,0,0,2,0,2,3,0,0,0
ST7463,78.75,47.1,56.41,2,87.17,1,3,0.5,0,3,2,1,0,0,2,3,0,3,2,1,0
ST7464,54.67,47.57,66.06,2,59.78,1,3,2.1,1,2,1,1,0,0,2,3,1,2,1,1,0
ST7465,84.17,99.78,71.1,0,71.51,2,3,4,2,2,2,2,0,0,0,3,2,2,2,2,0
ST7466,84.42,52.23,64.54,0,74.28,2,0,4.1,1,3,2,2,1,0,0,0,1,3,2,2,1
ST7467,61.31,60.83,64.52,0,50,2,2,4,0,3,1,2,0,1,0,2,0,3,1,2,0
ST7468,72.53,60.12,73.06,2,64.14,2,0,3.7,2,1,2,0,0,0,2,0,2,1,2,0,0
ST7469,81.57,59.26,86.31,0,66.86,1,2,1.5,0,0,2,2,1,1,0,2,0,0,2,2,1
ST7470,69.07,75.94,77.21,1,84.48,1,1,2.8,2,3,1,0,1,0,1,1,2,3,1,0,1
ST7471,87.02,81.17,85.74,2,67.93,2,3,6.9,2,1,0,2,1,0,2,3,2,1,0,2,1
ST7472,100,61.1,55.44,0,66.82,1,3,6.6,2,1,0,1,1,0,0,3,2,1,0,1,1
ST7473,61,46.22,71.81,2,83.17,1,0,5.7,2,0,0,0,0,0,2,0,2,0,0,0,0
ST7474,52.67,86.39,69.86,0,58.82,1,2,5.5,2,1,0,2,0,0,0,2,2,1,0,2,0
ST7475,76.25,64.47,72.21,1,54.29,2,1,6.3,0,0,0,2,0,1,1,1,0,0,0,2,0
ST7476,82.1,93.69,84.51,2,71.38,1,0,2.3,2,3,1,1,1,0,2,0,2,3,1,1,1
ST7477,68.77,30.07,65.35,0,60.52,2,1,4.6,1,2,1,1,1,0,0,1,1,2,1,1,1
ST7478,92.35,69.13,63.13,0,60.9,1,2,2.3,2,0,2,1,1,0,0,2,2,0,2,1,1
ST7479,53.26,96.7,74.41,1,80.73,2,3,2.3,1,3,0,2,1,0,1,3,1,3,0,2,1
ST7480,81.7,60.35,46.66,1,83.76,2,3,5.2,0,3,1,1,1,1,1,3,0,3,1,1,1
ST7481,63.52,62.39,65.16,0,82.89,2,2,6.4,2,2,1,1,0,0,0,2,2,2,1,1,0
ST7482,96.07,70.73,66.39,0,86.09,1,3,4.1,2,1,0,0,0,0,0,3,2,1,0,0,0
ST7483,99.9,57.06,56.96,2,87.41,1,0,7.8,1,0,1,0,1,0,2,0,1,0,1,0,1
ST7484,61.27,61.01,80.68,2,53.71,1,2,4.9,2,0,2,0,1,0,2,2,2,0,2,0,1
ST7485,64.31,60.59,55.25,0,79.5,1,3,2.9,0,1,2,2,0,1,0,3,0,1,2,2,0
ST7486,84.03,55.96,66.37,1,69.7,1,2,2.3,0,2,0,0,0,1,1,2,0,2,0,0,0
ST7487,66.58,85.66,71.52,2,67.53,2,1,6.5,2,0,0,2,0,0,2,1,2,0,0,2,0
ST7488,71.36,73.38,84.24,0,80.6,1,0,4.8,1,0,0,1,1,0,0,0,1,0,0,1,1
ST7489,72.36,70.01,67.87,1,57.7,1,0,5.9,0,1,2,2,1,1,1,0,0,1,2,2,1
ST7490,45.12,78.94,79.23,1,57.49,1,0,0,2,3,1,2,1,1,1,0,2,3,1,2,1
ST7491,71.81,61.77,76.41,0,81.34,1,3,5,1,2,2,1,0,0,0,3,1,2,2,1,0
ST7492,62.34,53.61,69.48,0,79.88,2,1,3.5,1,3,0,0,0,0,0,1,1,3,0,0,0
ST7493,65.1,56.36,54.93,2,76.37,2,3,1.7,0,3,1,0,0,0,2,3,0,3,1,0,0
ST7494,92.21,66.03,50.79,0,66.2,2,3,4.4,2,1,2,0,1,0,0,3,2,1,2,0,1
ST7495,54.41,49.05,69.28,2,82.44,2,2,6.7,0,0,0,1,0,0,2,2,0,0,0,1,0
ST7496,83.38,58,61.49,1,81.8,1,0,9,1,1,0,2,1,0,1,0,1,1,0,2,1
ST7497,68.09,57.74,79.03,2,75.85,2,3,5,0,3,1,1,1,1,2,3,0,3,1,1,1
ST7498,68.08,99.99,76.95,0,63.23,1,0,3.1,2,1,2,1,1,0,0,0,2,1,2,1,1
ST7499,83.07,21.62,65.78,2,70.75,2,1,3,0,2,1,1,1,0,2,1,0,2,1,1,1
ST7500,76.76,63.13,54.11,1,83.38,2,1,6.4,1,3,1,1,0,0,1,1,1,3,1,1,0
ST7501,79.99,93.61,74.13,1,88.27,1,0,2.5,0,3,2,2,1,1,1,0,0,3,2,2,1
ST7502,85.55,67.95,55.78,0,71.73,1,0,5.7,1,2,2,0,0,0,0,0,1,2,2,0,0
ST7503,67.36,78.05,58.9,2,72.5,2,1,5.1,1,1,2,0,1,0,2,1,1,1,2,0,1
ST7504,63.43,67.6,56.25,0,73.38,1,1,4.9,1,1,1,1,0,0,0,1,1,1,1,1,0
ST7505,56.81,55.32,66.34,0,77.75,1,3,1.4,0,1,1,2,0,1,0,3,0,1,1,2,0
ST7506,60.44,30.13,82.04,1,69.19,1,1,3.8,2,0,2,1,1,0,1,1,2,0,2,1,1
ST7507,100,69.29,67.94,2,50,2,3,1.6,1,3,2,2,1,1,2,3,1,3,2,2,1
ST7508,89.43,53.59,62.68,0,86.93,2,1,3.3,0,2,1,1,1,1,0,1,0,2,1,1,1
ST7509,53.08,53.19,49.69,1,92.95,2,3,6.3,1,3,2,0,0,0,1,3,1,3,2,0,0
ST7510,53.49,58.02,74.63,0,68.88,2,2,7,0,0,0,0,0,1,0,2,0,0,0,0,0
ST7511,78.75,93.92,58.64,2,64.33,1,2,4.9,1,3,2,1,1,0,2,2,1,3,2,1,1
ST7512,79.66,100,69.41,0,73.63,1,3,3.4,0,2,0,0,1,1,0,3,0,2,0,0,1
ST7513,79.68,69.48,63.75,2,73.12,1,0,7.7,1,2,0,1,0,0,2,0,1,2,0,1,0
ST7514,68.43,58.56,78.06,1,84.96,1,2,3.3,1,3,1,2,1,0,1,2,1,3,1,2,1
ST7515,70.24,47.16,66.11,1,75.55,2,1,2.2,1,0,1,2,1,0,1,1,1,0,1,2,1
ST7516,76.59,73.5,67.29,0,67.07,1,0,5.9,2,3,1,2,1,0,0,0,2,3,1,2,1
ST7517,73.2,94.53,73.83,1,61.82,2,1,5.4,0,0,2,2,1,0,1,1,0,0,2,2,1
ST7518,40.93,62.04,93.28,0,83.66,2,2,3.4,2,1,1,1,0,0,0,2,2,1,1,1,0
ST7519,68.78,27.94,78.66,0,81,2,1,4.7,0,2,2,0,0,0,0,1,0,2,2,0,0
ST7520,60.08,76.72,66.94,2,85.61,1,3,5.4,1,3,1,2,1,0,2,3,1,3,1,2,1
ST7521,74.45,81.77,68.04,0,65.32,1,0,4.9,0,2,0,0,1,1,0,0,0,2,0,0,1
ST7522,100,40.63,61.7,2,93.38,2,2,5.4,0,2,1,1,0,0,2,2,0,2,1,1,0
ST7523,77.14,68.82,56.6,0,57.56,2,0,3.5,1,3,0,0,1,0,0,0,1,3,0,0,1
ST7524,67.61,73.22,61.37,2,82.1,1,3,5.6,1,1,2,0,1,0,2,3,1,1,2,0,1
ST7525,84.91,64.83,58.73,1,55.9,2,2,4.5,1,2,1,0,0,0,1,2,1,2,1,0,0
ST7526,78.76,53.35,75.84,0,67.1,1,1,3.6,0,2,1,1,0,0,0,1,0,2,1,1,0
ST7527,77.88,82.25,55.15,2,90.61,2,0,4,1,0,0,1,0,0,2,0,1,0,0,1,0
ST7528,80.5,59.55,84,0,83.31,2,2,4.3,1,0,1,1,0,0,0,2,1,0,1,1,0
ST7529,100,42.24,77.02,2,69.54,1,2,1.6,0,1,2,0,0,1,2,2,0,1,2,0,0
ST7530,56.17,33.21,68.25,2,69.81,1,3,3.2,2,3,0,2,0,0,2,3,2,3,0,2,0
ST7531,78.63,86.17,68,0,76.01,2,2,4.6,0,2,2,2,0,1,0,2,0,2,2,2,0
ST7532,59.03,75.87,61.31,0,80.14,2,2,1.8,0,1,2,0,1,0,0,2,0,1,2,0,1
ST7533,79.78,67.41,71.24,1,87.52,1,3,3.3,0,3,0,2,1,1,1,3,0,3,0,2,1
ST7534,59.14,58.96,81.06,1,70.44,2,1,9.3,1,0,2,2,0,0,1,1,1,0,2,2,0
ST7535,66.16,57.54,59.56,1,58.88,2,1,2.2,0,2,1,0,1,0,1,1,0,2,1,0,1
ST7536,67.87,48.79,49.6,0,76.57,2,2,3.7,2,2,2,1,0,0,0,2,2,2,2,1,0
ST7537,85.66,59.1,76.44,1,70.43,2,1,2.8,0,3,1,2,0,0,1,1,0,3,1,2,0
ST7538,84.86,32.08,71.89,2,61.99,2,3,4.3,0,1,0,1,0,1,2,3,0,1,0,1,0
ST7539,54.56,54.22,54.56,0,77.98,2,1,2.9,1,2,1,2,1,0,0,1,1,2,1,2,1
ST7540,72.77,61.02,59.2,2,72.87,1,2,4,1,2,2,0,0,0,2,2,1,2,2,0,0
ST7541,62.07,75.76,57.69,2,78.07,2,3,3.1,2,0,1,0,0,0,2,3,2,0,1,0,0
ST7542,54.38,65.36,59.31,2,66.06,1,1,6.6,0,1,2,1,1,0,2,1,0,1,2,1,1
ST7543,68.96,78.72,64.12,0,79.87,2,0,4.7,0,0,1,1,0,1,0,0,0,0,1,1,0
ST7544,67.68,87.59,64.8,0,61.83,2,0,2.5,0,3,0,1,1,0,0,0,0,3,0,1,1
ST7545,100,82.93,60.19,1,66.72,1,3,6.2,0,3,0,1,1,0,1,3,0,3,0,1,1
ST7546,78.06,73.53,58.9,1,72.57,1,1,2.6,0,1,1,0,0,1,1,1,0,1,1,0,0
ST7547,52.71,66.19,65.25,1,92.42,1,2,1.4,0,0,0,0,0,1,1,2,0,0,0,0,0
ST7548,64.09,50.31,70.01,1,82.85,1,0,4.5,1,3,1,0,1,0,1,0,1,3,1,0,1
ST7549,86.3,77.84,64.2,2,85.77,1,1,8.3,2,1,2,1,0,0,2,1,2,1,2,1,0
ST7550,100,92.88,81.9,0,89.17,2,1,0.8,0,3,1,0,0,0,0,1,0,3,1,0,0
ST7551,49.8,71.47,74.1,1,100,1,2,1.8,0,2,2,0,0,0,1,2,0,2,2,0,0
ST7552,45.68,96.68,48.91,2,75.42,1,2,6,1,2,1,2,1,0,2,2,1,2,1,2,1
ST7553,98.19,41.59,74.28,0,89.2,1,1,3.2,0,1,2,2,0,0,0,1,0,1,2,2,0
ST7554,77.45,47.53,75.27,0,85.13,2,2,5.7,1,3,0,2,0,0,0,2,1,3,0,2,0
ST7555,59.84,79.68,62.78,0,84.96,2,3,2.8,2,1,1,1,0,0,0,3,2,1,1,1,0
ST7556,79.48,70.23,50.06,2,92.74,2,0,4.8,0,1,0,1,1,1,2,0,0,1,0,1,1
ST7557,35.1,87.02,68.1,1,70.81,1,0,8,2,1,0,0,0,0,1,0,2,1,0,0,0
ST7558,72.05,65.75,67.91,0,70.01,2,1,2.1,0,2,2,0,1,0,0,1,0,2,2,0,1
ST7559,76.59,52.11,54.54,2,78.2,2,1,6.5,2,1,0,1,1,0,2,1,2,1,0,1,1
ST7560,84.94,62.58,50.59,0,73.17,2,2,5.9,2,2,2,2,1,0,0,2,2,2,2,2,1
ST7561,57.81,41.48,66.95,2,78.19,2,0,1.5,0,2,0,0,1,0,2,0,0,2,0,0,1
ST7562,73.2,47.94,65.2,1,90.63,1,2,5.6,2,3,0,2,1,0,1,2,2,3,0,2,1
ST7563,59.04,81.56,62.99,1,70.22,1,1,4.6,1,1,1,0,1,0,1,1,1,1,1,0,1
ST7564,75.58,79.96,67,0,71.95,1,1,4.7,1,3,1,2,1,0,0,1,1,3,1,2,1
ST7565,59.47,71.81,54.77,1,76.74,1,1,5.2,2,2,2,0,1,0,1,1,2,2,2,0,1
ST7566,66.29,38.46,62.78,1,72.72,1,1,3.8,2,1,0,2,1,0,1,1,2,1,0,2,1
ST7567,58.06,60.27,74.4,2,55.86,1,1,4.6,1,2,0,2,0,0,2,1,1,2,0,2,0
ST7568,81.12,46.4,63.8,2,69.2,1,1,5,0,1,1,1,1,1,2,1,0,1,1,1,1
ST7569,84.02,84.82,47.94,0,81.87,1,3,6,1,1,2,0,1,0,0,3,1,1,2,0,1
ST7570,68.72,56.66,62.33,2,89.38,2,3,1.4,2,0,1,2,0,1,2,3,2,0,1,2,0
ST7571,72.54,48.63,55.16,1,63.45,2,2,7.1,1,3,0,1,0,0,1,2,1,3,0,1,0
ST7572,51.72,66.48,71.21,2,63.41,1,3,2.2,0,0,2,0,1,0,2,3,0,0,2,0,1
ST7573,67.8,55.76,71.83,1,75.3,1,2,6,1,1,0,1,0,0,1,2,1,1,0,1,0
ST7574,71.3,89.74,48.09,0,54.24,2,2,4.7,0,0,1,2,0,0,0,2,0,0,1,2,0
ST7575,100,54.24,77.11,1,70.55,2,3,1.9,2,2,2,0,1,0,1,3,2,2,2,0,1
ST7576,56.43,43.61,54.65,2,57.64,2,0,5.6,1,1,1,2,1,0,2,0,1,1,1,2,1
ST7577,92.5,31.55,86.71,2,88.69,1,2,2.6,1,1,0,2,1,0,2,2,1,1,0,2,1
ST7578,85.96,65.51,67.41,2,67.31,2,1,6.6,0,1,0,1,1,0,2,1,0,1,0,1,1
ST7579,75.93,57.01,53.04,2,91.53,1,2,3.1,1,0,1,2,1,0,2,2,1,0,1,2,1
ST7580,96.62,43.14,54.3,0,86.14,2,2,1.5,1,3,0,0,1,0,0,2,1,3,0,0,1
ST7581,77.21,85.03,72.18,1,68.54,2,0,7.6,0,3,1,1,1,0,1,0,0,3,1,1,1
ST7582,77.45,76.68,63.3,2,64.28,1,1,4.9,1,3,1,2,1,0,2,1,1,3,1,2,1
ST7583,71.26,65.55,66.84,1,73.06,2,0,6.2,0,0,2,2,1,1,1,0,0,0,2,2,1
ST7584,89.13,87.83,87.35,0,73.95,1,0,2.8,2,2,0,2,0,0,0,0,2,2,0,2,0
ST7585,87.35,76.6,59.61,1,78.46,2,0,0.7,1,0,0,1,0,0,1,0,1,0,0,1,0
